voteratio,NtoA_ratio,NtoB_ratio,AtoB_ratio,BtoA_ratio,A得票率,B得票率,逆転,投票率
49.21,17.86,82.14,7.19,3.42,50.12,49.88,0,74.6
55.32,17.87,82.13,7.04,3.73,48.98,51.02,1,77.66
47.76,19.32,80.68,2.92,3.27,52.9,47.1,0,73.88
50.13,23.94,76.06,7.07,1.02,51.53,48.47,0,75.07
49.84,16.55,83.45,8.51,4.06,49.06,50.94,1,74.92
49.26,17.11,82.89,5.17,4.76,51.07,48.93,0,74.63
54.15,23.67,76.33,3.02,2.7,52.87,47.13,0,77.08
51.08,17.27,82.73,6.06,3.25,50.01,49.99,0,75.54
51.93,18.72,81.28,0.4,0.36,52.36,47.64,0,75.97
43.01,24.15,75.85,5.94,4.21,54.19,45.81,0,71.5
50.7,17.49,82.51,2.24,1.73,51.64,48.36,0,75.35
49.43,23.46,76.54,0.12,1.41,54.83,45.17,0,74.71
53.22,21.74,78.26,6.54,4.28,51.09,48.91,0,76.61
47.45,18.79,81.21,4.97,0.46,51.25,48.75,0,73.73
57.51,18.11,81.89,6.93,4.13,48.76,51.24,1,78.76
58.69,23.26,76.74,8.86,4.45,49.64,50.36,1,79.34
50.92,18.09,81.91,9.23,2.35,48.67,51.33,1,75.46
51.04,18.67,81.33,4.55,1.11,50.76,49.24,0,75.52
56.59,18.59,81.41,4.01,2.47,50.1,49.9,0,78.29
52.74,22.01,77.99,3.49,2.13,52.25,47.75,0,76.37
45.09,18.11,81.89,0.35,4.63,54.66,45.34,0,72.55
57.23,24.08,75.92,9.46,4.89,50.01,49.99,0,78.61
56.07,22.19,77.81,5.57,0.97,50.51,49.49,0,78.04
49.33,24.7,75.3,7.85,1.26,51.61,48.39,0,74.66
53.09,23.33,76.67,2.87,1.94,52.88,47.12,0,76.55
51.33,17.07,82.93,6.1,4.26,50.07,49.93,0,75.66
48.96,19.34,80.66,6.27,3.04,51.02,48.98,0,74.48
49.2,22.62,77.38,6.12,3.8,52.27,47.73,0,74.6
52.84,24.29,75.71,8.13,4.34,51.32,48.68,0,76.42
51.63,15.79,84.21,3.82,2.07,50.18,49.82,0,75.82
46.02,20.01,79.99,1.59,0.36,53.56,46.44,0,73.01
40.09,23.93,76.07,4.51,2.48,55.1,44.9,0,70.04
51.06,15.95,84.05,0.94,1.86,51.66,48.34,0,75.53
44.69,19.69,80.31,4.56,3.73,53.03,46.97,0,72.35
59.11,20.53,79.47,2.4,3.58,51.24,48.76,0,79.56
47.91,21.78,78.22,2.63,3.35,53.82,46.18,0,73.95
46.76,17.42,82.58,7.26,0.25,49.84,50.16,1,73.38
56.06,17.72,82.28,8.7,3.63,48.02,51.98,1,78.03
45.4,17.69,82.31,2.83,1.42,52.59,47.41,0,72.7
46.5,19.74,80.26,7.76,3.18,50.99,49.01,0,73.25
50.85,16.88,83.12,6.23,0.43,49.29,50.71,1,75.42
51.81,19.11,80.89,4.93,1.03,50.56,49.44,0,75.91
42.95,19.14,80.86,4.21,4.15,53.53,46.47,0,71.47
57.33,22.81,77.19,8.31,2.65,49.61,50.39,1,78.66
51.7,15.41,84.59,1.92,0.9,50.69,49.31,0,75.85
55.85,15.44,84.56,5.7,2.13,48.3,51.7,1,77.93
40.34,22.92,77.08,0.28,1.26,56.6,43.4,0,70.17
55.56,15.87,84.13,7.41,0.39,47.41,52.59,1,77.78
54.6,16.67,83.33,1.86,3.0,50.9,49.1,0,77.3
58.44,22.75,77.25,3.67,1.8,51.29,48.71,0,79.22
46.93,21.83,78.17,5.76,0.64,52.0,48.0,0,73.47
57.25,24.98,75.02,3.77,3.65,52.63,47.37,0,78.62
42.23,18.73,81.27,6.6,2.61,52.08,47.92,0,71.11
57.09,17.88,82.12,6.75,2.41,48.51,51.49,1,78.55
45.56,24.5,75.5,4.64,0.04,53.53,46.47,0,72.78
57.91,23.98,76.02,7.29,0.83,50.05,49.95,0,78.96
45.44,24.81,75.19,7.46,2.9,52.89,47.11,0,72.72
43.27,18.22,81.78,1.97,0.1,53.42,46.58,0,71.63
51.56,15.83,84.17,3.54,4.71,50.87,49.13,0,75.78
48.19,18.47,81.53,1.27,0.19,52.68,47.32,0,74.1
59.85,16.2,83.8,6.38,2.91,47.61,52.39,1,79.93
51.66,15.05,84.95,9.76,1.21,47.02,52.98,1,75.83
51.25,24.32,75.68,1.0,3.09,54.67,45.33,0,75.63
42.66,19.38,80.62,7.09,4.12,52.25,47.75,0,71.33
49.47,22.6,77.4,4.62,0.95,52.34,47.66,0,74.74
57.63,21.09,78.91,3.9,0.6,50.5,49.5,0,78.82
48.46,16.78,83.22,3.23,1.78,51.46,48.54,0,74.23
57.31,19.87,80.13,4.56,2.69,50.22,49.78,0,78.66
53.16,18.19,81.81,9.47,1.22,47.93,52.07,1,76.58
53.09,23.99,76.01,2.44,3.74,53.66,46.34,0,76.54
44.62,24.27,75.73,2.64,3.12,55.26,44.74,0,72.31
58.43,21.31,78.69,3.51,3.19,51.1,48.9,0,79.22
56.23,21.05,78.95,0.87,3.58,52.68,47.32,0,78.11
41.52,18.35,81.65,6.32,0.54,51.84,48.16,0,70.76
55.16,18.95,81.05,4.59,4.71,50.69,49.31,0,77.58
55.82,15.82,84.18,3.7,1.78,49.27,50.73,1,77.91
56.98,24.83,75.17,8.66,2.88,50.29,49.71,0,78.49
52.97,23.92,76.08,0.31,4.39,54.76,45.24,0,76.48
52.45,23.81,76.19,7.92,1.06,50.68,49.32,0,76.22
52.8,24.54,75.46,8.68,2.35,50.78,49.22,0,76.4
43.76,22.28,77.72,6.0,4.61,53.52,46.48,0,71.88
43.64,19.51,80.49,9.72,0.06,49.94,50.06,1,71.82
59.38,15.06,84.94,5.63,3.84,47.78,52.22,1,79.69
44.9,18.99,81.01,7.04,0.49,50.9,49.1,0,72.45
52.81,21.03,78.97,0.38,4.65,53.81,46.19,0,76.41
48.84,21.0,79.0,6.84,1.43,50.99,49.01,0,74.42
50.74,24.38,75.62,7.25,0.01,51.28,48.72,0,75.37
55.77,15.98,84.02,1.77,0.72,50.0,50.0,0,77.89
59.97,18.8,81.2,9.06,0.62,46.96,53.04,1,79.99
43.37,15.88,84.12,0.3,4.5,54.42,45.58,0,71.69
47.54,21.82,78.18,0.39,1.68,54.63,45.37,0,73.77
44.08,22.01,77.99,6.7,2.3,52.54,47.46,0,72.04
50.81,19.15,80.85,7.51,4.78,50.33,49.67,0,75.41
49.33,24.9,75.1,2.38,1.34,54.25,45.75,0,74.67
40.66,21.19,78.81,5.39,3.78,54.02,45.98,0,70.33
41.34,19.43,80.57,7.58,4.63,52.44,47.56,0,70.67
42.91,19.4,80.6,7.16,4.08,52.15,47.85,0,71.46
55.71,20.18,79.82,2.74,1.88,51.31,48.69,0,77.85
57.45,16.45,83.55,0.08,4.1,51.21,48.79,0,78.72
49.74,20.33,79.67,4.03,2.9,52.2,47.8,0,74.87
53.68,22.83,77.17,3.69,2.48,52.33,47.67,0,76.84
48.53,24.14,75.86,9.93,1.97,50.73,49.27,0,74.27
49.91,21.4,78.6,8.11,4.77,50.98,49.02,0,74.95
56.25,24.22,75.78,1.36,3.93,53.67,46.33,0,78.13
52.39,24.59,75.41,6.27,1.04,51.71,48.29,0,76.2
42.67,20.91,79.09,8.04,4.66,52.35,47.65,0,71.34
40.23,15.81,84.19,8.27,0.64,50.46,49.54,0,70.11
50.37,16.35,83.65,8.05,3.41,48.96,51.04,1,75.19
53.83,19.59,80.41,6.9,1.72,49.55,50.45,1,76.92
58.69,23.64,76.36,6.33,0.08,50.08,49.92,0,79.35
59.66,15.0,85.0,2.51,4.41,49.17,50.83,1,79.83
56.04,19.96,80.04,3.05,2.49,51.14,48.86,0,78.02
44.3,21.12,78.88,7.73,3.08,51.89,48.11,0,72.15
42.61,22.0,78.0,6.3,4.57,53.52,46.48,0,71.3
52.51,15.92,84.08,7.02,0.38,48.23,51.77,1,76.25
52.15,19.75,80.25,8.88,0.13,48.72,51.28,1,76.08
41.0,23.92,76.08,4.96,4.72,55.14,44.86,0,70.5
59.03,18.07,81.93,9.31,3.85,47.35,52.65,1,79.52
53.04,23.14,76.86,9.54,4.24,50.23,49.77,0,76.52
54.91,24.48,75.52,1.85,4.26,53.85,46.15,0,77.45
59.89,24.89,75.11,7.65,0.81,49.9,50.1,1,79.94
51.51,20.4,79.6,2.25,2.38,52.57,47.43,0,75.75
56.79,24.25,75.75,6.49,1.62,50.84,49.16,0,78.4
41.65,24.48,75.52,3.22,1.42,55.33,44.67,0,70.83
47.85,16.53,83.47,2.93,4.82,52.29,47.71,0,73.92
56.55,17.61,82.39,2.97,2.72,50.27,49.73,0,78.28
54.23,15.5,84.5,8.25,1.36,47.36,52.64,1,77.12
52.09,21.27,78.73,1.87,3.36,53.11,46.89,0,76.04
49.2,23.54,76.46,8.86,1.76,50.88,49.12,0,74.6
47.15,24.67,75.33,5.3,2.47,53.46,46.54,0,73.58
51.13,22.18,77.82,5.3,2.38,51.84,48.16,0,75.56
47.27,20.85,79.15,5.05,2.04,52.24,47.76,0,73.63
40.05,23.21,76.79,8.64,0.33,52.37,47.63,0,70.02
56.07,16.77,83.23,0.7,2.3,51.0,49.0,0,78.04
45.31,21.8,78.2,7.7,3.33,51.95,48.05,0,72.66
40.94,19.0,81.0,6.48,1.74,52.34,47.66,0,70.47
56.47,23.07,76.93,9.66,3.31,49.38,50.62,1,78.23
51.22,19.47,80.53,7.04,1.18,49.86,50.14,1,75.61
49.83,24.98,75.02,5.65,4.89,53.37,46.63,0,74.92
49.98,21.36,78.64,3.77,3.87,52.81,47.19,0,74.99
42.55,23.5,76.5,6.69,1.63,53.18,46.82,0,71.27
54.25,21.37,78.63,6.32,0.74,50.17,49.83,0,77.12
47.63,20.72,79.28,0.73,0.39,53.83,46.17,0,73.82
52.42,24.15,75.85,6.89,3.53,51.76,48.24,0,76.21
41.78,18.06,81.94,2.46,3.47,54.21,45.79,0,70.89
55.71,16.1,83.9,8.67,3.78,47.54,52.46,1,77.86
52.9,16.52,83.48,0.63,2.7,51.74,48.26,0,76.45
41.47,20.09,79.91,9.06,2.51,51.42,48.58,0,70.74
55.13,18.21,81.79,0.69,1.65,51.6,48.4,0,77.57
47.27,22.99,77.01,8.88,0.06,50.7,49.3,0,73.63
42.45,18.35,81.65,4.06,1.42,52.91,47.09,0,71.23
48.27,16.76,83.24,3.16,2.07,51.6,48.4,0,74.13
51.45,23.3,76.7,9.23,4.81,50.82,49.18,0,75.72
58.96,15.28,84.72,9.83,4.52,46.23,53.77,1,79.48
42.23,18.62,81.38,7.17,3.73,52.0,48.0,0,71.12
49.95,23.29,76.71,4.24,4.31,53.32,46.68,0,74.97
48.38,15.14,84.86,8.61,0.78,48.21,51.79,1,74.19
40.26,24.61,75.39,9.8,2.71,52.66,47.34,0,70.13
41.52,21.99,78.01,9.03,2.57,52.0,48.0,0,70.76
57.73,19.4,80.6,3.35,4.27,50.81,49.19,0,78.86
49.06,25.0,75.0,3.12,3.88,54.51,45.49,0,74.53
57.32,19.89,80.11,9.49,4.92,48.46,51.54,1,78.66
40.44,22.44,77.56,4.78,1.74,54.29,45.71,0,70.22
58.79,16.7,83.3,3.19,3.27,49.48,50.52,1,79.39
40.76,24.37,75.63,7.75,1.81,53.32,46.68,0,70.38
45.48,20.22,79.78,2.75,3.92,53.92,46.08,0,72.74
54.52,17.06,82.94,6.36,1.21,48.68,51.32,1,77.26
54.01,23.97,76.03,9.78,2.17,49.83,50.17,1,77.0
43.71,16.76,83.24,4.21,2.11,52.2,47.8,0,71.86
47.74,18.14,81.86,6.27,0.89,50.45,49.55,0,73.87
40.27,22.65,77.35,1.84,1.94,55.9,44.1,0,70.13
48.61,19.0,81.0,0.37,3.56,53.86,46.14,0,74.31
53.84,18.38,81.62,7.52,0.41,48.59,51.41,1,76.92
56.95,16.09,83.91,9.43,4.51,47.1,52.9,1,78.47
58.06,21.16,78.84,7.69,2.38,49.11,50.89,1,79.03
44.14,20.27,79.73,9.99,4.12,50.78,49.22,0,72.07
53.64,17.39,82.61,2.3,4.28,51.42,48.58,0,76.82
53.98,24.53,75.47,0.75,4.64,54.62,45.38,0,76.99
59.27,24.64,75.36,6.7,3.97,50.92,49.08,0,79.64
48.9,20.24,79.76,2.92,1.98,52.68,47.32,0,74.45
46.82,15.12,84.88,9.06,0.78,48.34,51.66,1,73.41
59.0,22.12,77.88,1.99,3.2,51.96,48.04,0,79.5
52.06,21.03,78.97,7.98,2.45,50.04,49.96,0,76.03
53.28,23.01,76.99,4.08,0.58,51.92,48.08,0,76.64
47.92,22.71,77.29,1.28,0.0,54.08,45.92,0,73.96
54.51,21.24,78.76,0.47,3.45,53.26,46.74,0,77.25
40.63,15.02,84.98,2.95,0.82,52.82,47.18,0,70.32
45.17,20.6,79.4,8.21,3.5,51.4,48.6,0,72.58
47.25,22.87,77.13,4.08,0.66,53.07,46.93,0,73.62
59.68,19.62,80.38,0.63,4.38,51.71,48.29,0,79.84
54.67,22.3,77.7,9.85,1.37,48.94,51.06,1,77.34
47.19,24.89,75.11,7.42,3.63,52.75,47.25,0,73.6
47.36,23.79,76.21,4.59,2.44,53.46,46.54,0,73.68
47.28,16.91,83.09,7.09,3.81,50.37,49.63,0,73.64
52.43,19.09,80.91,3.92,2.12,51.11,48.89,0,76.22
43.91,24.68,75.32,0.76,4.89,56.82,43.18,0,71.95
41.34,24.32,75.68,6.4,3.64,54.24,45.76,0,70.67
48.87,17.44,82.56,2.05,2.68,52.32,47.68,0,74.44
50.95,23.34,76.66,2.0,0.33,53.39,46.61,0,75.48
49.02,16.13,83.87,7.28,3.08,49.48,50.52,1,74.51
40.63,20.89,79.11,4.86,3.73,54.19,45.81,0,70.31
51.66,21.11,78.89,9.4,1.42,49.29,50.71,1,75.83
48.27,19.31,80.69,5.1,4.18,51.93,48.07,0,74.14
43.22,22.97,77.03,2.83,2.24,54.9,45.1,0,71.61
57.67,22.44,77.56,1.55,4.79,52.83,47.17,0,78.83
50.75,24.69,75.31,0.58,0.62,54.6,45.4,0,75.38
43.02,16.42,83.58,0.63,3.74,54.36,45.64,0,71.51
59.06,21.49,78.51,5.4,3.79,50.33,49.67,0,79.53
58.14,16.81,83.19,1.89,1.0,49.8,50.2,1,79.07
49.72,19.76,80.24,6.06,2.95,51.08,48.92,0,74.86
51.94,22.27,77.73,9.27,2.64,49.93,50.07,1,75.97
58.21,23.86,76.14,7.72,1.25,49.84,50.16,1,79.11
45.65,17.73,82.27,0.15,2.08,53.97,46.03,0,72.82
59.95,16.52,83.48,3.9,0.66,48.37,51.63,1,79.98
46.29,24.44,75.56,0.69,1.31,55.52,44.48,0,73.14
42.2,18.54,81.46,5.04,2.89,52.85,47.15,0,71.1
40.46,15.34,84.66,8.45,0.66,50.19,49.81,0,70.23
45.35,15.38,84.62,9.47,3.79,49.18,50.82,1,72.67
41.45,23.17,76.83,3.13,0.16,54.76,45.24,0,70.73
52.84,24.75,75.25,9.52,3.99,50.78,49.22,0,76.42
56.34,17.11,82.89,2.51,3.79,50.54,49.46,0,78.17
48.65,18.76,81.24,3.14,0.64,51.88,48.12,0,74.33
51.47,20.45,79.55,8.93,4.5,49.93,50.07,1,75.73
45.09,22.76,77.24,6.76,4.13,52.91,47.09,0,72.55
57.06,23.72,76.28,5.6,2.2,51.11,48.89,0,78.53
53.02,19.04,80.96,2.17,1.41,51.63,48.37,0,76.51
46.8,22.01,77.99,3.53,2.3,53.49,46.51,0,73.4
45.24,23.79,76.21,6.73,3.29,53.04,46.96,0,72.62
57.23,16.76,83.24,3.13,2.82,49.77,50.23,1,78.61
59.45,17.71,82.29,6.82,2.38,47.96,52.04,1,79.73
58.01,22.68,77.32,1.09,1.67,52.46,47.54,0,79.01
50.52,21.32,78.68,1.73,0.43,52.94,47.06,0,75.26
47.55,18.81,81.19,7.41,2.16,50.42,49.58,0,73.78
40.24,23.07,76.93,7.02,4.81,54.06,45.94,0,70.12
46.14,18.39,81.61,8.28,1.89,50.13,49.87,0,73.07
43.13,18.38,81.62,1.15,2.39,54.38,45.62,0,71.57
42.35,24.55,75.45,7.63,2.65,53.29,46.71,0,71.17
58.47,21.87,78.13,8.84,1.2,48.56,51.44,1,79.24
51.88,15.06,84.94,7.9,2.59,48.1,51.9,1,75.94
50.07,16.05,83.95,0.86,0.16,51.63,48.37,0,75.03
46.77,23.14,76.86,0.66,4.87,55.75,44.25,0,73.38
40.18,15.35,84.65,7.0,0.3,50.9,49.1,0,70.09
47.83,22.8,77.2,1.51,3.86,54.79,45.21,0,73.92
50.9,15.57,84.43,1.87,0.21,50.82,49.18,0,75.45
59.35,21.11,78.89,8.41,4.9,49.02,50.98,1,79.67
41.01,18.02,81.98,8.71,1.22,50.82,49.18,0,70.5
53.18,22.68,77.32,1.39,2.89,53.5,46.5,0,76.59
43.58,22.32,77.68,5.35,3.75,53.7,46.3,0,71.79
54.4,20.96,79.04,4.7,4.69,51.5,48.5,0,77.2
42.07,16.27,83.73,9.16,4.87,50.6,49.4,0,71.04
54.3,18.53,81.47,0.27,1.66,52.09,47.91,0,77.15
59.12,21.67,78.33,1.72,0.7,51.42,48.58,0,79.56
44.36,16.86,83.14,3.42,1.35,52.29,47.71,0,72.18
58.58,22.33,77.67,5.36,1.36,50.28,49.72,0,79.29
58.21,16.13,83.87,2.16,1.24,49.46,50.54,1,79.1
41.19,20.33,79.67,6.34,0.5,52.47,47.53,0,70.6
53.72,18.29,81.71,7.31,1.06,48.81,51.19,1,76.86
53.44,15.13,84.87,3.19,2.36,49.9,50.1,1,76.72
50.19,18.88,81.12,3.08,4.13,52.31,47.69,0,75.1
43.39,18.57,81.43,0.04,1.02,54.63,45.37,0,71.7
59.14,21.25,78.75,4.9,2.7,50.24,49.76,0,79.57
49.09,17.74,82.26,7.94,4.06,49.88,50.12,1,74.55
45.81,23.9,76.1,3.52,1.15,54.06,45.94,0,72.91
54.07,17.22,82.78,8.13,1.53,48.08,51.92,1,77.03
57.82,15.8,84.2,7.93,4.71,47.52,52.48,1,78.91
42.32,17.92,82.08,8.81,4.48,51.12,48.88,0,71.16
52.23,21.5,78.5,6.21,0.15,50.53,49.47,0,76.12
49.88,22.93,77.07,5.52,2.5,52.26,47.74,0,74.94
41.95,16.22,83.78,4.36,3.36,52.66,47.34,0,70.98
49.61,21.27,78.73,3.91,0.29,52.07,47.93,0,74.81
56.57,21.56,78.44,8.93,4.14,49.3,50.7,1,78.28
48.84,20.97,79.03,6.81,1.1,50.93,49.07,0,74.42
58.01,20.3,79.7,6.12,4.01,49.8,50.2,1,79.01
40.6,17.87,82.13,6.54,1.51,52.01,47.99,0,70.3
41.79,20.89,79.11,7.52,1.94,52.22,47.78,0,70.89
51.59,23.64,76.36,6.58,4.91,52.16,47.84,0,75.8
47.07,18.85,81.15,0.64,0.37,53.4,46.6,0,73.53
56.02,19.6,80.4,5.77,0.24,49.36,50.64,1,78.01
59.8,21.04,78.96,1.99,3.72,51.5,48.5,0,79.9
58.32,23.56,76.44,4.58,0.91,51.04,48.96,0,79.16
53.37,22.53,77.47,2.92,0.46,52.24,47.76,0,76.69
50.25,20.26,79.74,0.34,2.9,53.79,46.21,0,75.12
56.28,18.88,81.12,8.91,4.59,48.48,51.52,1,78.14
57.16,20.05,79.95,0.36,2.16,52.08,47.92,0,78.58
42.5,18.73,81.27,6.33,0.75,51.76,48.24,0,71.25
44.84,16.86,83.14,3.31,2.72,52.52,47.48,0,72.42
51.46,19.63,80.37,8.57,3.85,49.69,50.31,1,75.73
56.13,16.05,83.95,1.78,1.03,50.01,49.99,0,78.07
47.02,21.58,78.42,6.77,3.45,52.0,48.0,0,73.51
49.21,20.87,79.13,0.35,0.9,53.82,46.18,0,74.61
50.49,23.47,76.53,4.1,3.11,53.1,46.9,0,75.25
58.4,20.62,79.38,6.12,3.33,49.72,50.28,1,79.2
46.08,21.25,78.75,2.27,1.32,53.8,46.2,0,73.04
51.58,17.12,82.88,5.93,4.66,50.19,49.81,0,75.79
53.81,20.19,79.81,7.23,0.68,49.42,50.58,1,76.9
42.95,21.56,78.44,9.85,0.94,50.82,49.18,0,71.47
42.8,17.81,82.19,2.45,0.34,53.23,46.77,0,71.4
41.36,16.2,83.8,2.37,0.83,53.26,46.74,0,70.68
58.88,17.99,82.01,4.97,0.09,48.55,51.45,1,79.44
41.84,23.96,76.04,5.21,2.05,54.28,45.72,0,70.92
40.01,19.39,80.61,6.4,4.32,53.26,46.74,0,70.0
56.93,18.3,81.7,3.5,1.77,50.02,49.98,0,78.47
43.52,23.02,76.98,1.89,0.64,54.96,45.04,0,71.76
49.03,21.8,78.2,9.23,4.28,50.67,49.33,0,74.52
52.69,22.32,77.68,7.45,4.12,50.94,49.06,0,76.34
58.0,24.58,75.42,1.47,4.03,53.44,46.56,0,79.0
53.43,23.9,76.1,2.44,2.89,53.4,46.6,0,76.71
44.91,21.12,78.88,1.63,1.68,54.41,45.59,0,72.46
42.17,15.02,84.98,2.84,4.13,53.16,46.84,0,71.09
45.11,15.7,84.3,9.27,1.14,48.88,51.12,1,72.55
52.39,18.44,81.56,9.92,0.57,47.83,52.17,1,76.19
42.77,24.17,75.83,7.77,1.99,52.88,47.12,0,71.38
47.24,17.68,82.32,7.25,3.84,50.55,49.45,0,73.62
43.15,23.23,76.77,1.68,0.71,55.23,44.77,0,71.58
43.3,21.88,78.12,9.52,0.24,50.86,49.14,0,71.65
51.56,22.26,77.74,8.29,4.41,50.8,49.2,0,75.78
41.75,22.73,77.27,4.57,4.67,54.81,45.19,0,70.88
42.47,18.77,81.23,7.79,2.5,51.42,48.58,0,71.24
49.6,21.78,78.22,9.23,0.39,49.77,50.23,1,74.8
56.46,22.23,77.77,6.53,4.32,50.67,49.33,0,78.23
46.88,24.38,75.62,8.38,2.19,51.89,48.11,0,73.44
57.06,16.75,83.25,8.36,3.93,47.68,52.32,1,78.53
58.15,17.52,82.48,9.31,0.64,46.71,53.29,1,79.08
47.08,23.61,76.39,6.9,0.85,52.04,47.96,0,73.54
46.84,23.75,76.25,7.47,3.88,52.48,47.52,0,73.42
58.41,20.26,79.74,0.71,1.02,51.54,48.46,0,79.2
53.52,22.49,77.51,1.06,0.51,53.05,46.95,0,76.76
57.75,15.43,84.57,9.06,0.73,46.14,53.86,1,78.87
40.77,18.72,81.28,7.39,4.44,52.42,47.58,0,70.39
46.32,21.62,78.38,6.1,1.29,52.03,47.97,0,73.16
42.89,20.2,79.8,4.29,3.86,53.76,46.24,0,71.45
41.12,18.11,81.89,5.78,5.0,53.08,46.92,0,70.56
40.23,16.19,83.81,9.49,1.57,50.16,49.84,0,70.11
52.87,15.96,84.04,3.31,4.62,50.7,49.3,0,76.43
52.98,24.74,75.26,0.8,2.46,54.44,45.56,0,76.49
50.89,20.23,79.77,3.69,4.17,52.33,47.67,0,75.44
41.54,20.87,79.13,4.68,0.48,53.37,46.63,0,70.77
59.99,18.92,81.08,8.41,3.85,47.89,52.11,1,79.99
47.36,18.73,81.27,7.25,4.52,51.0,49.0,0,73.68
55.77,23.19,76.81,6.11,4.22,51.31,48.69,0,77.88
51.12,21.32,78.68,6.56,2.03,50.9,49.1,0,75.56
54.91,22.46,77.54,9.31,2.61,49.45,50.55,1,77.46
53.74,16.8,83.2,3.65,1.13,49.96,50.04,1,76.87
48.52,15.06,84.94,6.12,0.63,49.3,50.7,1,74.26
52.79,20.17,79.83,7.05,4.85,50.51,49.49,0,76.39
52.29,18.42,81.58,5.04,4.15,50.79,49.21,0,76.15
57.94,23.32,76.68,9.13,3.34,49.46,50.54,1,78.97
42.19,20.89,79.11,2.59,3.62,54.92,45.08,0,71.09
45.84,16.48,83.52,1.59,3.45,53.12,46.88,0,72.92
46.42,16.13,83.87,5.85,3.99,50.94,49.06,0,73.21
45.56,21.54,78.46,4.1,3.54,53.59,46.41,0,72.78
41.53,16.07,83.93,3.08,4.09,53.51,46.49,0,70.77
48.77,24.8,75.2,0.26,1.27,55.32,44.68,0,74.38
50.58,16.37,83.63,2.26,0.69,51.08,48.92,0,75.29
58.97,19.23,80.77,0.57,3.35,51.55,48.45,0,79.49
42.71,22.52,77.48,0.04,0.84,55.95,44.05,0,71.35
48.03,17.99,82.01,4.5,2.19,51.44,48.56,0,74.02
46.22,17.35,82.65,4.51,2.26,51.66,48.34,0,73.11
43.77,20.24,79.76,6.58,2.42,52.15,47.85,0,71.89
49.48,21.59,78.41,0.72,2.92,54.23,45.77,0,74.74
53.67,20.85,79.15,9.78,4.05,49.17,50.83,1,76.83
42.55,20.78,79.22,5.52,2.54,53.13,46.87,0,71.28
52.71,21.85,78.15,9.53,2.05,49.41,50.59,1,76.36
45.44,19.27,80.73,1.15,3.54,54.33,45.67,0,72.72
47.6,21.08,78.92,6.65,2.4,51.56,48.44,0,73.8
51.53,24.66,75.34,5.55,1.39,52.29,47.71,0,75.76
59.57,23.45,76.55,5.66,0.79,50.29,49.71,0,79.79
58.24,18.5,81.5,1.13,4.6,51.42,48.58,0,79.12
58.37,19.01,80.99,0.7,3.4,51.54,48.46,0,79.19
48.38,22.45,77.55,8.35,4.69,51.51,48.49,0,74.19
55.49,18.78,81.22,6.94,2.57,49.1,50.9,1,77.74
49.38,23.52,76.48,4.15,1.72,53.04,46.96,0,74.69
42.97,17.54,82.46,5.79,1.7,51.76,48.24,0,71.48
42.11,22.26,77.74,1.45,4.83,56.16,43.84,0,71.06
46.03,21.51,78.49,7.99,2.33,51.36,48.64,0,73.02
49.78,22.09,77.91,9.17,1.82,50.16,49.84,0,74.89
47.65,19.83,80.17,3.28,2.5,52.76,47.24,0,73.83
54.29,19.88,80.12,9.4,4.43,48.96,51.04,1,77.15
51.6,19.54,80.46,4.31,3.67,51.56,48.44,0,75.8
52.92,16.62,83.38,6.13,2.89,49.29,50.71,1,76.46
48.36,22.31,77.69,3.75,2.03,53.1,46.9,0,74.18
57.58,16.25,83.75,4.74,1.47,48.54,51.46,1,78.79
42.33,15.55,84.45,5.33,4.43,52.12,47.88,0,71.17
54.7,18.22,81.78,9.52,4.75,48.3,51.7,1,77.35
51.43,23.57,76.43,2.27,0.69,53.32,46.68,0,75.71
52.78,20.33,79.67,4.46,3.3,51.45,48.55,0,76.39
59.1,16.08,83.92,7.26,3.27,47.39,52.61,1,79.55
57.55,23.48,76.52,3.73,1.66,51.67,48.33,0,78.77
41.91,22.33,77.67,1.1,3.54,56.13,43.87,0,70.96
43.0,23.51,76.49,7.92,4.39,53.06,46.94,0,71.5
49.68,19.47,80.53,6.08,1.45,50.68,49.32,0,74.84
48.46,24.79,75.21,8.71,1.26,51.39,48.61,0,74.23
59.87,16.36,83.64,5.93,0.67,47.44,52.56,1,79.94
51.14,15.42,84.58,2.8,0.67,50.37,49.63,0,75.57
42.47,18.63,81.37,3.68,3.85,53.69,46.31,0,71.24
53.97,20.8,79.2,5.32,2.03,50.73,49.27,0,76.98
57.54,22.83,77.17,4.49,3.45,51.43,48.57,0,78.77
47.25,16.51,83.49,0.58,2.17,53.0,47.0,0,73.63
59.67,20.08,79.92,2.76,3.13,50.72,49.28,0,79.84
57.89,23.71,76.29,6.81,0.21,50.05,49.95,0,78.94
42.89,23.92,76.08,9.42,0.54,51.67,48.33,0,71.45
45.87,23.06,76.94,1.61,1.4,54.75,45.25,0,72.94
52.96,18.74,81.26,4.31,3.32,50.93,49.07,0,76.48
45.13,22.21,77.79,3.7,0.56,53.47,46.53,0,72.56
56.5,23.51,76.49,7.2,2.49,50.48,49.52,0,78.25
58.03,23.96,76.04,2.18,0.15,52.16,47.84,0,79.02
49.85,21.95,78.05,9.46,3.29,50.26,49.74,0,74.93
49.84,15.78,84.22,3.83,2.87,50.75,49.25,0,74.92
53.59,20.39,79.61,9.49,3.65,49.08,50.92,1,76.8
41.27,22.19,77.81,4.76,2.85,54.28,45.72,0,70.64
